%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1662323726412337804,0,1662323726406709194,t265_odom_frame,t265_pose_frame,-0.0004830025427509099,6.533835403388366e-05,0.0005127789918333292,-0.017618538811802864,0.01719132997095585,-0.00036696609458886087,0.9996969699859619
1662323726415425318,0,1662323726515225151,/t265_link,/d400_link,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1662323726417100012,0,1662323726411708355,t265_odom_frame,t265_pose_frame,-0.0004810740356333554,7.027868559816852e-05,0.0005346026155166328,-0.017616089433431625,0.01719132624566555,-0.00035795115400105715,0.9996970295906067
1662323726422235183,0,1662323726416707039,t265_odom_frame,t265_pose_frame,-0.0002953803341370076,0.00010819848102983087,0.0004350057861302048,-0.017627019435167313,0.0172145813703537,-0.00033756281482055783,0.9996963739395142
1662323726427338003,0,1662323726421707392,t265_odom_frame,t265_pose_frame,-0.0002984095481224358,0.00010618297528708354,0.0004517783527262509,-0.0176231786608696,0.017211945727467537,-0.00032452543382532895,0.9996964931488037
1662323726432520619,0,1662323726426706076,t265_odom_frame,t265_pose_frame,-0.0003031402302440256,0.00010283254232490435,0.00046935537829995155,-0.017619803547859192,0.017194613814353943,-0.0003146780072711408,0.9996968507766724
1662323726437285680,0,1662323726431704998,t265_odom_frame,t265_pose_frame,-0.0003033534740097821,9.823797881836072e-05,0.0004921669024042785,-0.01761491782963276,0.017190655693411827,-0.0003020402800757438,0.9996970295906067
1662323726442190986,0,1662323726436704397,t265_odom_frame,t265_pose_frame,-0.0003094206331297755,9.230658179149032e-05,0.0005150109645910561,-0.0176177266985178,0.017170310020446777,-0.00029676000121980906,0.9996973276138306
1662323726447284586,0,1662323726441703081,t265_odom_frame,t265_pose_frame,-0.00031682418193668127,8.50496580824256e-05,0.0005390031146816909,-0.017615405842661858,0.017166025936603546,-0.00028642048710025847,0.9996974468231201
1662323726452306032,0,1662323726446703196,t265_odom_frame,t265_pose_frame,-0.0003179335908498615,8.143194281728938e-05,0.000560815678909421,-0.017605243250727654,0.017159558832645416,-0.0002809709694702178,0.999697744846344
1662323726457356483,0,1662323726451702356,t265_odom_frame,t265_pose_frame,-0.00029384088702499866,9.039389988174662e-05,0.0004609108145814389,-0.017600042745471,0.017140179872512817,-0.00028315221425145864,0.9996981024742126
1662323726462475682,0,1662323726456701279,t265_odom_frame,t265_pose_frame,-0.00029217643896117806,8.750101551413536e-05,0.0004818308516405523,-0.01760866865515709,0.01712728850543499,-0.0002814004838000983,0.9996982216835022
1662323726467315823,0,1662323726461700201,t265_odom_frame,t265_pose_frame,-0.00028851418755948544,8.995729149319232e-05,0.0004962884122505784,-0.017610730603337288,0.017134008929133415,-0.00028156154439784586,0.9996981024742126
1662323726472289899,0,1662323726466699123,t265_odom_frame,t265_pose_frame,-0.00028305372688919306,9.071594104170799e-05,0.0005170916556380689,-0.017624514177441597,0.01714450865983963,-0.00027437813696451485,0.9996976256370544
